Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R1,10R,R_0603,170.98,-113.47,0,top
R2,33R,R_0603,171.14,-118.96,0,top
R3,1K,R_0603,111.45,-129.069,180,top
R4,1K,R_0603,128.45,-129.069,180,top
R5,1K,R_0603,145.45,-129.069,180,top
R6,1K,R_0603,162.45,-129.069,180,top
R7,1K,R_0603,230.45,-118.267,0,top
R8,1K,R_0603,213.45,-118.267,0,top
R9,1K,R_0603,196.45,-118.267,0,top
R10,1K,R_0603,179.45,-129.069,0,top
R11,4.7k,R_0603,150.51,-119.44,-90,top
R12,4.7k,R_0603,145.53,-119.44,90,top
