Comment,Designator,Footprint,LCSC,Quantity
1K,"R27,R43,R7",R_0603,C21190,3
12K,R11,R_0603,C22790,1
27K,R2,R_0603,C22967,1
2K,"R23,R38",R_0603,C22975,2
100K,"R14,R21,R28,R37,R44",R_0603,C25803,5
10K,"R15,R3,R4,R5,R6,R9",R_0603,C25804,6
100nF,"C31,C32",C_0402_1005Metric_small_pads,C307331,2
TL074,U1,SOIC-14_3.9x8.7mm_P1.27mm,C6964,1
02x07 Socket,J7,PinSocket_2x07_P2.54mm_Vertical_SMD,C84005,1
